dialogue_id,turn,misc,family
201,turn 3,absent,A
201,turn 4,absent,A
202,turn 1,present,E
202,turn 2,present,E
202,turn 3,absent,E
202,turn 4,absent,E
202,turn 5,absent,E
203,turn 1,present,E
203,turn 2,absent,E
203,turn 3,absent,E
203,turn 4,present,E
203,turn 5,present,E
203,turn 6,not_evidenced,E
204,turn 1,present,E
204,turn 2,absent,E
204,turn 3,not_evidenced,E
205,turn 1,present,B
205,turn 2,present,B
205,turn 3,present,B
205,turn 4,absent,B
205,turn 5,absent,B
205,turn 6,not_evidenced,B
205,turn 7,not_evidenced,B
206,turn 1,present,E
206,turn 2,present,E
206,turn 3,present,E
206,turn 4,absent,E
206,turn 5,absent,E
206,turn 6,absent,E
207,turn 1,present,D
207,turn 2,present,D
207,turn 3,present,D
207,turn 4,present,D
207,turn 5,absent,D
207,turn 6,not_evidenced,D
208,turn 1,present,A
208,turn 2,present,A
208,turn 3,absent,A
208,turn 4,absent,A
209,turn 1,present,F
209,turn 2,present,F
209,turn 3,present,F
209,turn 4,present,F
209,turn 5,present,F
209,turn 6,present,F
209,turn 7,present,F
209,turn 8,absent,F
209,turn 9,absent,F
210,turn 1,not_evidenced,C
210,turn 2,present,C
210,turn 3,present,C
210,turn 4,present,C
210,turn 5,present,C
210,turn 6,not_evidenced,C
210,turn 7,present,C
210,turn 8,absent,C
210,turn 9,absent,C
211,turn 1,present,B
211,turn 2,absent,B
211,turn 3,absent,B
211,turn 4,present,B
212,turn 1,present,A
212,turn 2,present,A
212,turn 3,present,A
212,turn 4,present,A
212,turn 5,present,A
212,turn 6,present,A
212,turn 7,present,A
213,turn 1,present,D
213,turn 2,absent,D
213,turn 3,absent,D
213,turn 4,absent,D
214,turn 1,present,B
214,turn 2,not_evidenced,B
214,turn 3,present,B
214,turn 4,not_evidenced,B
214,turn 5,present,B
214,turn 6,present,B
214,turn 7,not_evidenced,B
214,turn 8,present,B
214,turn 9,absent,B
214,turn 10,absent,B
215,turn 1,not_evidenced,D
215,turn 2,present,D
215,turn 3,present,D
215,turn 4,present,D
216,turn 1,present,E
216,turn 2,absent,E
217,turn 1,not_evidenced,E
217,turn 2,present,E
217,turn 3,absent,E
217,turn 4,absent,E
217,turn 5,absent,E
218,turn 1,present,D
218,turn 2,absent,D
218,turn 3,absent,D
219,turn 1,present,E
219,turn 2,present,E
219,turn 3,present,E
219,turn 4,absent,E
220,turn 1,present,E
220,turn 2,absent,E
220,turn 3,not_evidenced,E
220,turn 4,absent,E
220,turn 5,absent,E
220,turn 6,not_evidenced,E
221,turn 1,present,C
221,turn 2,not_evidenced,C
221,turn 3,present,C
221,turn 4,not_evidenced,C
221,turn 5,present,C
221,turn 6,present,C
221,turn 7,absent,C
221,turn 8,present,C
221,turn 9,absent,C
222,turn 1,present,B
222,turn 2,present,B
222,turn 3,present,B
222,turn 4,present,B
222,turn 5,present,B
222,turn 6,present,B
222,turn 7,present,B
222,turn 8,present,B
222,turn 9,present,B
222,turn 10,absent,B
222,turn 11,absent,B
222,turn 12,absent,B
222,turn 13,absent,B
222,turn 14,absent,B
222,turn 15,present,B
222,turn 16,present,B
223,turn 1,present,C
223,turn 2,present,C
223,turn 3,present,C
225,turn 1,present,F
225,turn 2,present,F
225,turn 3,not_evidenced,F
225,turn 4,present,F
225,turn 5,absent,F
225,turn 6,not_evidenced,F
226,turn 1,present,A
226,turn 2,not_evidenced,A
226,turn 3,absent,A
226,turn 4,absent,A
226,turn 5,absent,A
226,turn 6,absent,A
227,turn 1,present,F
227,turn 2,absent,F
227,turn 3,absent,F
227,turn 4,present,F
227,turn 5,present,F
227,turn 6,present,F
227,turn 7,present,F
227,turn 8,present,F
227,turn 9,present,F
227,turn 10,present,F
227,turn 11,absent,F
228,turn 1,present,D
228,turn 2,present,D
228,turn 3,present,D
228,turn 4,present,D
228,turn 5,present,D
228,turn 6,present,D
228,turn 7,present,D
228,turn 8,not_evidenced,D
228,turn 9,present,D
228,turn 10,present,D
228,turn 11,present,D
229,turn 1,present,F
229,turn 2,present,F
229,turn 3,absent,F
229,turn 4,absent,F
229,turn 5,present,F
231,turn 1,present,B
231,turn 2,absent,B
231,turn 3,present,B
231,turn 4,present,B
231,turn 5,absent,B
232,turn 1,present,B
232,turn 2,absent,B
232,turn 3,absent,B
232,turn 4,not_evidenced,B
233,turn 1,present,A
233,turn 2,present,A
233,turn 3,present,A
233,turn 4,absent,A
233,turn 5,absent,A
233,turn 6,not_evidenced,A
234,turn 1,present,D
234,turn 2,present,D
234,turn 3,present,D
234,turn 4,present,D
234,turn 5,not_evidenced,D
234,turn 6,present,D
234,turn 7,present,D
234,turn 8,absent,D
234,turn 9,absent,D
235,turn 1,present,C
235,turn 2,absent,C
235,turn 3,absent,C
236,turn 1,present,F
236,turn 2,not_evidenced,F
236,turn 3,not_evidenced,F
236,turn 4,present,F
236,turn 5,absent,F
236,turn 6,present,F
236,turn 7,absent,F
236,turn 8,absent,F
236,turn 9,absent,F
236,turn 10,absent,F
236,turn 11,absent,F
236,turn 12,not_evidenced,F
237,turn 1,present,D
237,turn 2,absent,D
237,turn 3,present,D
237,turn 4,absent,D
237,turn 5,absent,D
237,turn 6,present,D
237,turn 7,present,D
237,turn 8,not_evidenced,D
239,turn 1,present,B
239,turn 2,present,B
239,turn 3,absent,B
240,turn 1,present,C
240,turn 2,absent,C
240,turn 3,not_evidenced,C
241,turn 1,present,F
241,turn 2,absent,F
241,turn 3,present,F
241,turn 4,present,F
241,turn 5,present,F
241,turn 6,absent,F
241,turn 7,absent,F
241,turn 8,not_evidenced,F
241,turn 9,not_evidenced,F
242,turn 1,present,F
242,turn 2,present,F
242,turn 3,present,F
242,turn 4,not_evidenced,F
242,turn 5,present,F
242,turn 6,absent,F
243,turn 1,present,C
243,turn 2,absent,C
243,turn 3,not_evidenced,C
243,turn 4,absent,C
243,turn 5,absent,C
243,turn 6,absent,C
243,turn 7,absent,C
244,turn 1,present,D
244,turn 2,present,D
244,turn 3,present,D
244,turn 4,present,D
244,turn 5,absent,D
244,turn 6,present,D
244,turn 7,present,D
244,turn 8,present,D
244,turn 9,present,D
244,turn 10,absent,D
245,turn 1,present,E
245,turn 2,not_evidenced,E
245,turn 3,not_evidenced,E
245,turn 4,not_evidenced,E
245,turn 5,absent,E
245,turn 6,present,E
245,turn 7,present,E
245,turn 8,present,E
245,turn 9,absent,E
246,turn 1,not_evidenced,E
246,turn 2,absent,E
246,turn 3,absent,E
246,turn 4,absent,E
246,turn 5,absent,E
246,turn 6,absent,E
247,turn 1,not_evidenced,B
247,turn 2,not_evidenced,B
247,turn 3,present,B
247,turn 4,not_evidenced,B
247,turn 5,absent,B
247,turn 6,not_evidenced,B
247,turn 7,not_evidenced,B
248,turn 1,not_evidenced,B
248,turn 2,absent,B
248,turn 3,absent,B
248,turn 4,not_evidenced,B
248,turn 5,not_evidenced,B
248,turn 6,not_evidenced,B
248,turn 7,not_evidenced,B
249,turn 1,present,B
249,turn 2,absent,B
249,turn 3,absent,B
249,turn 4,not_evidenced,B
250,turn 1,present,A
250,turn 2,present,A
250,turn 3,not_evidenced,A
250,turn 4,present,A
250,turn 5,present,A
250,turn 6,not_evidenced,A
250,turn 7,not_evidenced,A
251,turn 1,present,B
251,turn 2,present,B
251,turn 3,present,B
251,turn 4,present,B
251,turn 5,present,B
252,turn 1,present,C
252,turn 2,present,C
252,turn 3,present,C
252,turn 4,absent,C
253,turn 1,present,A
253,turn 2,not_evidenced,A
253,turn 3,not_evidenced,A
254,turn 1,present,E
254,turn 2,not_evidenced,E
254,turn 3,not_evidenced,E
254,turn 4,present,E
254,turn 5,absent,E
254,turn 6,absent,E
255,turn 1,present,A
255,turn 2,not_evidenced,A
255,turn 3,not_evidenced,A
255,turn 4,not_evidenced,A
255,turn 5,present,A
255,turn 6,present,A
255,turn 7,not_evidenced,A
255,turn 8,present,A
255,turn 9,absent,A
255,turn 10,present,A
256,turn 1,present,A
256,turn 2,not_evidenced,A
256,turn 3,absent,A
256,turn 4,absent,A
257,turn 1,present,C
257,turn 2,absent,C
257,turn 3,absent,C
257,turn 4,absent,C
258,turn 1,present,E
258,turn 2,absent,E
258,turn 3,absent,E
259,turn 1,present,A
259,turn 2,not_evidenced,A
259,turn 3,absent,A
259,turn 4,not_evidenced,A
259,turn 5,absent,A
259,turn 6,present,A
259,turn 7,present,A
259,turn 8,present,A
259,turn 9,present,A
260,turn 1,present,F
260,turn 2,absent,F
260,turn 3,not_evidenced,F
261,turn 1,present,F
261,turn 2,present,F
261,turn 3,present,F
261,turn 4,present,F
261,turn 5,present,F
261,turn 6,absent,F
261,turn 7,present,F
261,turn 8,absent,F
262,turn 1,present,F
262,turn 2,not_evidenced,F
262,turn 3,present,F
262,turn 4,not_evidenced,F
262,turn 5,present,F
262,turn 6,present,F
262,turn 7,not_evidenced,F
262,turn 8,present,F
262,turn 9,not_evidenced,F
262,turn 10,present,F
263,turn 1,not_evidenced,F
263,turn 2,absent,F
263,turn 3,present,F
263,turn 4,present,F
263,turn 5,present,F
263,turn 6,present,F
263,turn 7,present,F
263,turn 8,absent,F
263,turn 9,present,F
263,turn 10,present,F
264,turn 1,present,E
264,turn 2,absent,E
264,turn 3,absent,E
265,turn 1,present,E
265,turn 2,present,E
265,turn 3,present,E
265,turn 4,present,E
265,turn 5,not_evidenced,E
265,turn 6,absent,E
265,turn 7,present,E
265,turn 8,present,E
265,turn 9,absent,E
266,turn 1,present,F
266,turn 2,absent,F
266,turn 3,absent,F
266,turn 4,absent,F
266,turn 5,not_evidenced,F
267,turn 1,present,B
267,turn 2,present,B
267,turn 3,present,B
267,turn 4,present,B
267,turn 5,present,B
267,turn 6,present,B
267,turn 7,absent,B
268,turn 1,present,D
268,turn 2,absent,D
268,turn 3,present,D
268,turn 4,present,D
268,turn 5,present,D
268,turn 6,absent,D
269,turn 1,present,B
269,turn 2,absent,B
269,turn 3,present,B
269,turn 4,present,B
269,turn 5,absent,B
269,turn 6,absent,B
270,turn 1,present,A
270,turn 2,present,A
270,turn 3,present,A
270,turn 4,present,A
270,turn 5,present,A
270,turn 6,absent,A
270,turn 7,absent,A
270,turn 8,not_evidenced,A
270,turn 9,present,A
270,turn 10,present,A
271,turn 1,present,E
271,turn 2,not_evidenced,E
271,turn 3,present,E
271,turn 4,present,E
271,turn 5,present,E
271,turn 6,absent,E
271,turn 7,absent,E
272,turn 1,present,A
272,turn 2,not_evidenced,A
272,turn 3,not_evidenced,A
272,turn 4,present,A
272,turn 5,absent,A
273,turn 1,present,E
273,turn 2,present,E
273,turn 3,absent,E
274,turn 1,present,A
274,turn 2,present,A
274,turn 3,present,A
274,turn 4,present,A
274,turn 5,present,A
274,turn 6,absent,A
275,turn 1,present,F
275,turn 2,present,F
275,turn 3,present,F
275,turn 4,present,F
275,turn 5,absent,F
275,turn 6,not_evidenced,F
275,turn 7,not_evidenced,F
275,turn 8,not_evidenced,F
275,turn 9,present,F
275,turn 10,not_evidenced,F
276,turn 1,present,C
276,turn 2,present,C
276,turn 3,present,C
276,turn 4,present,C
276,turn 5,present,C
276,turn 6,absent,C
277,turn 1,present,E
277,turn 2,absent,E
277,turn 3,present,E
277,turn 4,absent,E
277,turn 5,not_evidenced,E
277,turn 6,not_evidenced,E
278,turn 1,absent,C
278,turn 2,present,C
278,turn 3,present,C
279,turn 1,present,E
279,turn 2,present,E
279,turn 3,absent,E
280,turn 1,present,C
280,turn 2,present,C
280,turn 3,not_evidenced,C
280,turn 4,present,C
280,turn 5,absent,C
280,turn 6,absent,C
281,turn 1,present,B
281,turn 2,absent,B
281,turn 3,not_evidenced,B
281,turn 4,absent,B
282,turn 1,present,B
282,turn 2,absent,B
282,turn 3,absent,B
282,turn 4,present,B
282,turn 5,absent,B
283,turn 1,present,F
283,turn 2,present,F
283,turn 3,present,F
283,turn 4,absent,F
283,turn 5,absent,F
283,turn 6,absent,F
283,turn 7,not_evidenced,F
284,turn 1,present,B
284,turn 2,present,B
284,turn 3,present,B
284,turn 4,absent,B
284,turn 5,present,B
284,turn 6,absent,B
285,turn 1,present,D
285,turn 2,absent,D
286,turn 1,not_evidenced,E
286,turn 2,absent,E
286,turn 3,present,E
286,turn 4,absent,E
287,turn 1,present,F
287,turn 2,not_evidenced,F
287,turn 3,absent,F
288,turn 1,not_evidenced,D
288,turn 2,absent,D
288,turn 3,present,D
288,turn 4,present,D
288,turn 5,present,D
288,turn 6,absent,D
288,turn 7,absent,D
288,turn 8,absent,D
289,turn 1,not_evidenced,D
289,turn 2,present,D
289,turn 3,present,D
289,turn 4,absent,D
290,turn 1,present,F
290,turn 2,present,F
290,turn 3,absent,F
290,turn 4,present,F
290,turn 5,present,F
290,turn 6,absent,F
290,turn 7,absent,F
290,turn 8,absent,F
290,turn 9,not_evidenced,F
291,turn 1,present,F
291,turn 2,present,F
291,turn 3,not_evidenced,F
292,turn 1,present,F
292,turn 2,present,F
292,turn 3,present,F
292,turn 4,absent,F
293,turn 1,present,E
293,turn 2,absent,E
293,turn 3,not_evidenced,E
294,turn 1,present,F
294,turn 2,present,F
294,turn 3,present,F
294,turn 4,present,F
294,turn 5,absent,F
294,turn 6,absent,F
294,turn 7,not_evidenced,F
294,turn 8,absent,F
295,turn 1,present,C
295,turn 2,present,C
295,turn 3,present,C
295,turn 4,absent,C
296,turn 1,present,C
296,turn 2,present,C
296,turn 3,absent,C
296,turn 4,absent,C
296,turn 5,absent,C
297,turn 1,absent,B
297,turn 2,absent,B
298,turn 1,present,C
298,turn 2,present,C
298,turn 3,absent,C
298,turn 4,absent,C
298,turn 5,not_evidenced,C
298,turn 6,not_evidenced,C
299,turn 1,absent,E
299,turn 2,not_evidenced,E
300,turn 1,present,F
300,turn 2,present,F
300,turn 3,present,F
300,turn 4,not_evidenced,F
300,turn 5,absent,F
301,turn 1,present,C
301,turn 2,absent,C
301,turn 3,present,C
301,turn 4,present,C
301,turn 5,not_evidenced,C
302,turn 1,present,B
302,turn 2,absent,B
302,turn 3,present,B
302,turn 4,present,B
302,turn 5,not_evidenced,B
303,turn 1,present,C
303,turn 2,absent,C
304,turn 1,present,F
304,turn 2,not_evidenced,F
304,turn 3,present,F
304,turn 4,absent,F
304,turn 5,absent,F
304,turn 6,absent,F
304,turn 7,not_evidenced,F
305,turn 1,present,D
305,turn 2,present,D
305,turn 3,not_evidenced,D
306,turn 1,present,A
306,turn 2,present,A
306,turn 3,present,A
306,turn 4,present,A
306,turn 5,present,A
306,turn 6,present,A
306,turn 7,present,A
306,turn 8,present,A
306,turn 9,absent,A
307,turn 1,present,F
307,turn 2,absent,F
308,turn 1,present,A
308,turn 2,not_evidenced,A
308,turn 3,not_evidenced,A
308,turn 4,absent,A
309,turn 1,present,C
309,turn 2,present,C
309,turn 3,present,C
309,turn 4,absent,C
309,turn 5,present,C
309,turn 6,present,C
309,turn 7,present,C
309,turn 8,present,C
309,turn 9,absent,C
310,turn 1,present,F
310,turn 2,present,F
311,turn 1,absent,D
311,turn 2,absent,D
312,turn 1,present,D
312,turn 2,absent,D
312,turn 3,present,D
312,turn 4,not_evidenced,D
313,turn 1,present,A
313,turn 2,absent,A
313,turn 3,absent,A
314,turn 1,absent,C
314,turn 2,present,C
314,turn 3,present,C
314,turn 4,absent,C
315,turn 1,not_evidenced,D
315,turn 2,present,D
315,turn 3,present,D
315,turn 4,absent,D
315,turn 5,absent,D
316,turn 1,present,F
316,turn 2,present,F
316,turn 3,present,F
316,turn 4,present,F
316,turn 5,present,F
316,turn 6,present,F
317,turn 1,present,F
317,turn 2,present,F
317,turn 3,present,F
317,turn 4,present,F
317,turn 5,absent,F
318,turn 1,absent,D
318,turn 2,not_evidenced,D
318,turn 3,present,D
318,turn 4,present,D
318,turn 5,not_evidenced,D
318,turn 6,absent,D
319,turn 1,absent,B
319,turn 2,absent,B
320,turn 1,present,F
320,turn 2,not_evidenced,F
320,turn 3,present,F
320,turn 4,present,F
320,turn 5,present,F
320,turn 6,absent,F
320,turn 7,absent,F
321,turn 1,absent,C
321,turn 2,present,C
321,turn 3,present,C
321,turn 4,absent,C
321,turn 5,absent,C
321,turn 6,present,C
321,turn 7,present,C
321,turn 8,absent,C
321,turn 9,present,C
321,turn 10,present,C
321,turn 11,not_evidenced,C
321,turn 12,present,C
321,turn 13,present,C
322,turn 1,present,C
322,turn 2,present,C
322,turn 3,absent,C
322,turn 4,present,C
322,turn 5,present,C
322,turn 6,absent,C
323,turn 1,absent,B
323,turn 2,not_evidenced,B
323,turn 3,not_evidenced,B
323,turn 4,present,B
323,turn 5,present,B
323,turn 6,present,B
323,turn 7,present,B
323,turn 8,absent,B
324,turn 1,present,D
324,turn 2,absent,D
325,turn 1,present,B
325,turn 2,present,B
325,turn 3,present,B
325,turn 4,absent,B
326,turn 1,present,C
326,turn 2,present,C
326,turn 3,present,C
326,turn 4,absent,C
326,turn 5,present,C
326,turn 6,present,C
326,turn 7,absent,C
326,turn 8,present,C
326,turn 9,absent,C
326,turn 10,not_evidenced,C
327,turn 1,present,C
327,turn 2,not_evidenced,C
327,turn 3,absent,C
327,turn 4,present,C
327,turn 5,absent,C
328,turn 1,present,B
328,turn 2,absent,B
329,turn 1,present,A
329,turn 2,present,A
329,turn 3,absent,A
329,turn 4,present,A
329,turn 5,absent,A
329,turn 6,absent,A
330,turn 1,present,C
330,turn 2,present,C
330,turn 3,absent,C
330,turn 4,present,C
330,turn 5,absent,C
331,turn 1,present,E
331,turn 2,present,E
331,turn 3,not_evidenced,E
331,turn 4,absent,E
331,turn 5,present,E
331,turn 6,present,E
331,turn 7,absent,E
331,turn 8,not_evidenced,E
331,turn 9,present,E
331,turn 10,present,E
331,turn 11,not_evidenced,E
332,turn 1,present,E
332,turn 2,absent,E
332,turn 3,present,E
332,turn 4,absent,E
332,turn 5,not_evidenced,E
332,turn 6,not_evidenced,E
332,turn 7,not_evidenced,E
332,turn 8,absent,E
333,turn 1,present,D
333,turn 2,absent,D
333,turn 3,present,D
333,turn 4,present,D
333,turn 5,present,D
333,turn 6,present,D
333,turn 7,present,D
333,turn 8,present,D
334,turn 1,present,E
334,turn 2,present,E
334,turn 3,present,E
334,turn 4,present,E
334,turn 5,not_evidenced,E
334,turn 6,present,E
334,turn 7,present,E
334,turn 8,present,E
334,turn 9,present,E
334,turn 10,absent,E
335,turn 1,present,D
335,turn 2,present,D
335,turn 3,present,D
335,turn 4,absent,D
335,turn 5,absent,D
336,turn 1,present,D
336,turn 2,absent,D
336,turn 3,present,D
336,turn 4,present,D
336,turn 5,present,D
336,turn 6,present,D
336,turn 7,present,D
336,turn 8,present,D
337,turn 1,present,D
337,turn 2,present,D
337,turn 3,present,D
337,turn 4,absent,D
338,turn 1,present,E
338,turn 2,absent,E
338,turn 3,absent,E
338,turn 4,absent,E
339,turn 1,present,B
339,turn 2,present,B
339,turn 3,absent,B
340,turn 1,present,F
340,turn 2,absent,F
341,turn 1,present,D
341,turn 2,present,D
341,turn 3,present,D
341,turn 4,absent,D
342,turn 1,present,C
342,turn 2,absent,C
343,turn 1,present,A
343,turn 2,present,A
343,turn 3,absent,A
343,turn 4,present,A
343,turn 5,present,A
343,turn 6,absent,A
343,turn 7,not_evidenced,A
343,turn 8,not_evidenced,A
344,turn 1,present,C
344,turn 2,absent,C
344,turn 3,absent,C
344,turn 4,absent,C
345,turn 1,present,E
345,turn 2,present,E
345,turn 3,absent,E
345,turn 4,absent,E
345,turn 5,absent,E
345,turn 6,absent,E
345,turn 7,not_evidenced,E
346,turn 1,not_evidenced,A
346,turn 2,present,A
346,turn 3,present,A
346,turn 4,present,A
346,turn 5,present,A
346,turn 6,present,A
346,turn 7,present,A
346,turn 8,absent,A
346,turn 9,absent,A
347,turn 1,not_evidenced,B
347,turn 2,present,B
347,turn 3,present,B
347,turn 4,present,B
347,turn 5,present,B
347,turn 6,present,B
347,turn 7,present,B
347,turn 8,absent,B
347,turn 9,present,B
347,turn 10,present,B
348,turn 1,present,D
348,turn 2,present,D
348,turn 3,absent,D
348,turn 4,present,D
348,turn 5,absent,D
348,turn 6,not_evidenced,D
348,turn 7,not_evidenced,D
349,turn 1,present,C
349,turn 2,not_evidenced,C
349,turn 3,present,C
349,turn 4,absent,C
349,turn 5,present,C
349,turn 6,present,C
349,turn 7,present,C
349,turn 8,absent,C
349,turn 9,present,C
350,turn 1,present,F
350,turn 2,absent,F
351,turn 1,present,E
351,turn 2,present,E
351,turn 3,absent,E
351,turn 4,present,E
351,turn 5,present,E
351,turn 6,absent,E
351,turn 7,present,E
352,turn 1,absent,B
352,turn 2,not_evidenced,B
352,turn 3,absent,B
352,turn 4,present,B
352,turn 5,present,B
352,turn 6,present,B
352,turn 7,present,B
352,turn 8,not_evidenced,B
352,turn 9,present,B
352,turn 10,absent,B
352,turn 11,present,B
353,turn 1,present,D
353,turn 2,present,D
353,turn 3,absent,D
353,turn 4,absent,D
354,turn 1,present,A
354,turn 2,absent,A
354,turn 3,present,A
354,turn 4,present,A
354,turn 5,not_evidenced,A
354,turn 6,absent,A
355,turn 1,present,A
355,turn 2,present,A
355,turn 3,not_evidenced,A
355,turn 4,present,A
355,turn 5,present,A
355,turn 6,present,A
355,turn 7,present,A
355,turn 8,present,A
355,turn 9,present,A
355,turn 10,present,A
356,turn 1,present,B
356,turn 2,present,B
356,turn 3,absent,B
356,turn 4,present,B
356,turn 5,absent,B
357,turn 1,not_evidenced,E
357,turn 2,not_evidenced,E
357,turn 3,present,E
357,turn 4,present,E
357,turn 5,present,E
357,turn 6,present,E
358,turn 1,present,E
358,turn 2,present,E
358,turn 3,absent,E
359,turn 1,present,D
359,turn 2,absent,D
359,turn 3,absent,D
359,turn 4,absent,D
359,turn 5,absent,D
359,turn 6,absent,D
359,turn 7,absent,D
360,turn 1,not_evidenced,B
360,turn 2,present,B
360,turn 3,present,B
360,turn 4,present,B
360,turn 5,not_evidenced,B
360,turn 6,not_evidenced,B
360,turn 7,absent,B
360,turn 8,present,B
360,turn 9,present,B
360,turn 10,absent,B
361,turn 1,absent,B
361,turn 2,not_evidenced,B
361,turn 3,not_evidenced,B
361,turn 4,present,B
361,turn 5,absent,B
361,turn 6,present,B
361,turn 7,present,B
361,turn 8,present,B
361,turn 9,absent,B
361,turn 10,absent,B
362,turn 1,not_evidenced,B
362,turn 2,present,B
363,turn 1,present,D
363,turn 2,not_evidenced,D
363,turn 3,present,D
363,turn 4,not_evidenced,D
363,turn 5,absent,D
363,turn 6,absent,D
364,turn 1,present,E
364,turn 2,absent,E
365,turn 1,present,A
365,turn 2,not_evidenced,A
365,turn 3,present,A
365,turn 4,present,A
365,turn 5,present,A
365,turn 6,present,A
365,turn 7,present,A
365,turn 8,present,A
365,turn 9,absent,A
